song.id,song.year,song.title,song.expertrate,song.loudness,song.dancebility,artist.id
SOVYKGO12AB0187199,1989,Crazy Mixed Up World,0.396455254,0.569,0.987,ARH4Z031187B9A71F2
SOGNCJP12A58A80271,1993,Do You Finally Need A Friend,0.706827671,0.381,0.708,ARB29H41187B98F0EF
SOLLHMX12AB01846DC,1997,The Emperor Falls,0.560557984,0.283,0,AR1Y2PT1187FB5B9CE
SOYTPEP12AB0180E7B,2017,Twist and Shout,0.640807102,0.254,0.812,ARAJPHH1187FB5566A
SOGXHEG12AB018653E,2013,It Makes No Difference Now,0.523714637,0.384,0,AR0RCMP1187FB3F427
SOOLYAZ12A6701F4A6,2009,Laws Patrolling (Album Version),0.79360508,0.299,0.616,AREBBGV1187FB523D2
SOGOSOV12AF72A285E,1962,A?DA3nde va Chichi?,0.501544777,0.724,0.219,ARGUVEV1187B98BA17
SOJXVAH12A8C139700,2000,"Barking Dogs (From ""Piouhgd"")",0.809323793,0.726,0.604,ARPQ4Z01187FB3A736
SOVXMTN12A8C135A18,1986,OUTE ENA EFHARISTO,0.632559542,0.532,0.895,ARNQAVF11F4C844C04
SORSECL12AB0182267,1966,Midnight Swim,0.597541218,0,0.773,ARXUT4W1187FB48BEB
SOOGFBZ12AC3DF7FF2,2008,In A Subtle Way,0.495445922,0.611,0.908,ARDD1RC1187B9B52B4
SOMSBGZ12AB018C4CB,1950,Spin,0.527865076,0.673,0.268,ARLGWFM1187FB4AC9F
SONYRZV12AB018AF70,1952,Burning In The Aftermath,0.668674533,0.421,0.471,ARWYVP51187B98C516
SONQBUB12A6D4F8ED0,2002,Angie (1993 Digital Remaster),0.814829656,0.301,0.797,ARFCUN31187B9AD578
SOHGKJW12AC468A8BD,2000,Sabor Guajiro,0.482356043,0.863,0.917,AR6YDKV1187B989230
SOINBCU12A6D4F94C0,2001,Human Cannonball,0.661080168,0.544,0.799,ARV1JVD1187B9AD195
SOTWVQT12A58A79650,1960,Glory Be,0.701180874,0,0.885,AR7TTS41187B9B42D3
SOTSEJY12AB0180F56,1987,Crossfire,0.73379894,0.754,1,ART3O5Z1187B9AB043
SOTSETT12AB01863B8,1962,I Can't Be Satisfied,0.590692918,0.98,0.651,AR5U94U1187FB5CDCF
SOTUNMH12A6D4FA3E6,1972,Nashville Parthenon,0.665322162,0.522,0.706,ARRJNTE1187FB44E12
SOEPPKB12AB018418B,1979,Cocain Ducks,0.50407567,0.005,0,AR6IRG41187B9A4D98
SOGKIWV12A6D4F86C4,1981,Human Being,0.717670525,0.425,0.877,ARS1OWB1187B99EEAD
SOPHYIS12AAF3B35A3,1979,The More I See You,0.669726188,0.391,0.675,ARGMXQW1187FB54C34
SOFHBAR12A6701D0FE,1953,Certain Things We Do,0.569741152,0.715,1,AROEL1B1187B988B90
SOCPRKM12AB018A2FD,1950,Forming,0.640048357,0.641,0.276,AR8W8DN1187FB35ED0
SOFGHAM12AB0186412,2006,MafuA!,0.397772876,0.105,0.462,ARUWLCL1187FB549B8
SODHVES12A6701CE6B,1963,Driving Home For Christmas,0.643182773,0.222,0,AR3793X1187FB50CB3
SOXIATP12AAF3B2184,2014,Spooks In Space,0.411421048,0.61,0,ARINEWW1187FB5577E
SOGNQWU12A8AE4868F,1961,Tous Les GarASSons Et Les Filles,0.75100762,0.442,0.777,ARDGB6U1187FB3AD07
SOYQOFI12A6D4F76E1,1990,Too Much Saturn,0.54858513,0.666,0.379,AR2J2WF1187FB46271
SOVOLGY12A6D4F822B,2003,Movement 4 [from Kiss] (Album Version),0.749317801,0.458,0.632,ARUI8651187B9ACF52
SOMZCVH12AB0182B8E,1980,Stream,0.631946666,0.527,0.526,AR89DTT1187B9A7ED5
SONXJBL12AAF3B2C0C,2012,Make Me Over,0.653937821,0.172,0.601,ARMD0G81187B99A519
SOYWZTU12AB0180E26,1976,Deform (live),0.668370612,0.108,0,AR0VZWC1187B99BA57
SOLGHDZ12AB0183B11,2017,Wicker Chair,0.845768866,0.612,1,ARF2EHS1187B994F4E
SOTNTNJ12AAA15FBD6,1964,An ti chans',0.407455644,0.29,0.611,ARZKRD01187FB45FD2
SOXZXXV12AAF3B3A67,1962,I Will Love Again (JJ's Club Radio),0.460171324,0.056,0.907,ARK4H5K1187B992F74
SOPIKEG12A58291636,2016,Stickin In My Eye,0.778816717,0.093,0.644,AR06EB01187FB40150
SOIRNBO12AC468D207,1965,Ota kiinni,0.435889847,0.379,0.635,ARKPDBH1242077DEB1
SOSBDSF12AB0189007,2006,Entre CanAbales,0.711165787,0.161,0.872,ARBJSO81187B9BA09B
SOIJXXM12A8C1416D6,1993,Rosemary Recalls,0.443162398,0.469,0.948,ARRC2JF1187B9B6A93
SOHMMMC12AB0181C42,2003,Sudanese Dance,0.400433514,0.652,1,ARNIFX51187FB418EA
SOVJXVJ12A8C13517D,1998,Where The Thunder Roars (Tales Of Wonder Album Version),0.477364753,0.596,0.443,ARCCRTI11F4C845308
SOFZCTA12AB0188D8F,1984,Wanna Be A Player,0.617870116,0.665,0.883,ARNVH8S1187FB52F86
SOLRYQR12A670215BF,1978,Panama (Remastered Album Version),0.744641246,0.455,0.812,ARNLO5S1187B9B80CC
SOCHRXB12A8AE48069,1964,Let's Get It Started,0.845601887,0.205,0.692,ARTDQRC1187FB4EFD4
SOKBBXO12A6701DEA0,1962,Metal,0.905776889,0.05,1,ARK9TRQ1187B99C095
SOWHYUG12A58A77FAB,1961,She Fell Away (2009 Digital Remaster),0.694021648,0.052,0.277,ARODBRG1187FB3FD99
SOYSTDI12A6D4F6500,1959,Next Time,0.408389022,0.883,0,ARMBYRO1187FB57419
SOOOROX12A6D4F8400,1982,It's My Party,0.606925359,0.386,1,ARWY7I71187FB36C3D
SONSPZE12AB01819CE,1951,Complicate It,0.562463784,0.53,1,AR6Y22S1187B99906F
SOHWGFU12AB017B036,2014,Monde De Fou,0.481004583,0.842,0.87,ARI5P4N1187FB3F44D
SOQQVQJ12AB0185192,2012,Opus a Satana (Part 2),0.742963152,0,0,ARYPWUK1187B98ACED
SODRHHD12AB0189F2A,1977,This Melody (Live),0.58547954,0.633,0.707,ARW63KF1187B98AC48
SOQGFVO12A8C13C8C3,2012,I'm Gone This Time,0.67159627,0.62,1,AR8H87D1187FB3A841
SORABMD12A8C136672,1959,You Feel Good All Over,0.449323615,1,0.635,ARLWR721187B9A03C9
SOTUBVH12AB018D2EC,2005,Indian Love Call,0.51644378,0.883,0.431,ARF4V431187FB3AA41
SOMQAGT12A8C132DB4,1981,You Can Still Be Free,0.728209707,0,0.489,ARBGWMW1187B9AEA3E
SOKLLOH12A67020F2C,1976,I Never Came,0.798645179,0.08,1,AR6G4V01187B9AD086
SONRLQH12AB017C232,1993,Dixie,0.445854631,0.278,0,ARVQ4QM1187B98AD95
SODDZAD12A6701DC4C,1987,Commercial Reign,0.605109702,0.823,0.779,AR9AM2N1187B9AD2F1
SORENXV12A6701F61F,1961,Hourglass,0.454043995,0.569,0.725,AR9XEVF1187B99D017
SOYMMDY12AB01825B2,1987,Wake,0.543516131,0.613,1,ARCFOZ71187FB43A0D
SOJWQIP12A6D4F710A,1991,Caricia Y Herida,0.42054585,0.847,0.613,ARHFEBO11F50C4825A
SOOVOKS12AB017EE57,2016,Le tortillard,0.373850623,0.508,0.847,AR107SB1187B9A79F9
SORWHWY12A6702038E,1952,WKYA (drop),0.743129776,0.074,0.579,ARXWAQQ1187B9AE954
SOGYYLE12A8C13E5EA,2012,TerA$?slintu,0.13818761,0.718,0,ARL6XZC1187FB3936E
SOITUXQ12AB0183AE9,1990,Now's The Time To Fall In Love,0.416141023,0.599,0.71,ARSDSMG1187B98CB59
SOTWEZZ12A8C142B60,1976,Grim Prospects (Gross Prospects - Bad Trip Remix),0.495559652,0.376,0.141,AR3WMW01187B9921F7
SOUVRGZ12A58A77F90,1998,Mangos,0.430538907,0,0.761,AR3C3C01187B98E800
SOBLTSM12A6D4F9EEA,1952,A Distant Voice,0.428375417,0,0,ARDD9UN1187B98D3A7
SOUQVUD12A8C142DCE,1972,Openbare Weg,0.545110951,0.695,0.848,ARJGNV61187B98F3B5
SOCRPDR12AB0185B75,1973,President Johnson,0.483339422,0.822,0,ARSVI4L1187B996181
SOXVBVL12AF72A600C,1971,Lead Me Lord,0.559278494,0.558,0,ARVJ0JK1187B98C9C0
SOIQHDR12AB01896C8,1976,Spontanous Combustion,0.438887475,0.699,0.616,AR4PCIG1187B98D07D
SODLSHA12AAF3B29F2,2015,Choro,0.57810363,0.238,0,AR1RHCO1187B9AF0BF
SOAGHMH12AB0180285,1964,Ma Louise,0.502453177,0.371,0.662,AR1X2H01187B98CCF2
SORAVUP12AB018556E,1954,I Want You (Forever),0.541975108,0.485,1,ARBQBZV1187B99D29E
SOFXNQP12AB0184F1A,2004,Hate,0.683719468,0.306,1,AR9ODB41187FB459B2
SOGQTRZ12A8C13C8B0,1994,I Can't Stop Loving You,0.614870934,0.96,0.871,ARF3GX71187FB3EB66
SOBHVZQ12AC9618285,1987,Thank You Lord,0.626436382,0.171,1,AR3PN3R1187FB4CEBD
SOYPBCY12AB0181EF3,1986,How Can You Call That Beautiful (Stewkey Vocal),0.494681417,0.606,0,ARYWCFZ11E2835CFDD
SOWRLSY12AC4687694,2000,Cheatin' In The Next Room,0.543866303,0.46,1,ARUT16P1187FB532A4
SOOGQWR12A8C142505,1994,Candy Man,0.567278871,0.601,1,AREOGMA1187B9908EF
SOJDYQY12AB0188C97,1953,I See The Boys Of Summer,0.432386477,0.45,0.612,AR4ABL21187FB3913A
SOBHQUF12AB018B03E,1959,Three Is a Crowd,0.513829587,0.936,0.836,AR8YV1I1187FB45D2B
SOFRAZJ12A8C143CDB,1988,On Bended Knee,0.790922848,0.497,0.853,ARR9XGB1187B9912E6
SONNDHT12A8C13F20B,1991,My Four Reasons,0.454668191,0,0.469,ARBKUS51187B98A3AC
SOYZOXW12A8C13E195,2012,Little Girl (LP Version),0.657406765,0.499,0.741,ARTB5PP1187FB523B7
SOSGJTX12AB0181F7C,1983,Eternamente Amame,0.45871209,0.458,0.771,ARXFQDY1187B9AAF1E
SOBQBWP12AB018611B,1981,Niev nietch nievitch,0.652367864,0.446,0.812,ARVEJ9M1187FB4DC44
SODULLV12AB017FA09,2012,Come Over,0.342440144,0,0,ARTHEAP122BCFCD0B2
SOYAGJM12A8C13DCCE,2009,Blue Taxi,0.49825931,0.685,0.917,ARQESNI1187FB511EE
SORXUZZ12A8AE4798A,2000,I Want Love (Tween You & Me) (Album Version),0.624723768,0.243,0,ARCZ20M1187FB49687
SOCHXAE12AF72A25D6,1986,White Feather,0.79225559,0.372,0,ARDF8K01187FB37200
SOCRHCQ12A58A7C8C6,1986,Christlike Roche,0.573605491,0.626,0.065,AR11NP91187B9901B4
SOSEJIQ12AB017E7EB,1998,You Rascal You,0.555985053,0.228,0.49,ARBZAIL1187FB5B1C8
SOMXWXQ12AC3DFA002,1950,Sympathy,0.42562724,0.825,0,ARWXHRS1241B9C7A1E
SOGMXBW12A6D4FB8D7,1978,They Say (Album),0.662649695,0.373,0.535,ARV1P811187FB3CFC6
SOOPUTF12AB018DFAA,1956,Simon's Folly,0.491921881,0.81,0.512,ARIU0MA1187B98D36F
SOFDTRZ12AB018DD11,1972,Crawl Before You Ball (Album Version),0.594779904,0.172,0.768,ARB4D891187B9954F7
SOOGNJP12A8C1381AD,1982,Medicate Myself,0.70334944,0.295,0,ARQOC971187B9910FA
SOFUBCP12A8C13D5EF,1984,Biding Her Time,0.434272038,0.965,0.618,AR19SOA1187B98F6E6
SOVZBDR12A6702012E,1990,More And More  (LP Version),0.733714697,0.33,1,ARTDBI61187FB48479
SOPWKSS12AC468E659,1971,Cowboy Ways,0.625443262,0.862,0.905,ARSE6YI1187B9B9CD2
SOCCQIQ12A8C13C76B,1986,Brasas Vivas,0.498663649,0.519,0.679,AR6C8EJ1187FB3F473
SODBMZD12A8C134232,2005,Kolomeyke,0.505644262,0.64,0.306,AROI96Z1187B9A5304
SOBUWPY12A8C1446C0,1987,In This Life,0.406187449,0.645,0.718,ARIOSKN1257509BCE1
SORWXUP12A58A79E65,1997,Groovin' In The Midnight,0.661001337,0.683,0,ARI0PUX1187FB3F215
SOJEVZW12A8C133988,2011,Waiting,0.830252262,0.644,0.387,ARYO9BU1187B9ADA88
SOOODKC12AB018462F,1988,A'chek Ouyounik (2009 Digital Remaster),0.554226467,0.056,0,ARZ507V1187FB4425E
SODOLVO12B0B80B2F4,1998,Hell,0.839275393,0.458,0.896,AR6XPWV1187B9ADAEB
SOEHWGF12A6D4F8B2B,1987,Hips Don't Lie (featuring Wyclef Jean),0.833178561,0.805,1,AR6PJ8R1187FB5AD70
SOOZLTC12A6D4FBE91,2001,Juoksuhauta-twist (ElA$?mA$? juoksuhaudoissa),0.574973901,0,0,AR4CG3B1187FB5B861
SOOSYMY12AB01888CD,2017,I Got Over It (Album Version),0.604820432,0.236,0.382,AR7BMMV1187FB5B2D7
SOPBKEB12A6D4FD777,1995,One Less Bell To Answer,0.378013152,0.084,0.787,AREYIHC1187B99CE0B
SOEWQYW12AB0183FDE,1975,Festa,0.441593442,0.321,0.357,AREEMIN11F4C848971
SOFBQIA12AB0182219,2001,Te Hacen Falta Vitaminas,0.711165787,0,0,ARBJSO81187B9BA09B
SOHDDHR12AB0183552,1951,Sense And Trick,0.4621406,0.138,0.607,ARBGJLS11F4C83D4B9
SONWQQX12AC3DF6762,1989,Fire (Oscar G Space Vocal Mix),0.471577282,0.386,0.855,ARVNDLR1187B99CA1B
SOGXFIF12A58A78CC4,1982,Hanging On (Medium Key Performance Track Without Background Vocals),0.669500125,0.606,0.826,AR5LZJD1187FB4C5E5
SOIPNSZ12A8C144128,1983,Grim Prospects (Version 2 Remix),0.495559652,0.441,0.793,AR3WMW01187B9921F7
SOEXSIN12A8C133B0A,2009,Christmas In Jamaica,0.737972528,0.782,0.669,ARAEX7Y1187FB42D36
SOTSMNJ12AB018365E,1957,Gossippo Perpetuo,0.530605798,0.655,0.868,ARK2G5U1187FB46B34
SOLGRUN12A8C140543,1951,2190 Dias Contigo,0.480047819,0.792,0.833,ARTB56G11C8A41569D
SOQCHGV12AC4688FC6,1988,No Control,0.622684167,0.858,0.887,AR0GGKI1187FB391D5
SOXCWTT12AC9075756,1953,The Vitalized Shell,0.593416049,0.735,0.279,ARZEWUR1187FB53DC8
SOAFIPD12A8C13A261,1960,Mozart,0.631946666,0.523,1,AR89DTT1187B9A7ED5
SOMJPML12A8C13D74E,1979,Ciao Milan,0.20107756,0.656,0.706,ARTHKKA122BCFCBF58
SOCVDYI12AC4687DDB,1971,Lend Me Your Chopper,0.618765786,0.445,0.541,ARJDMBO1187B9AD118
SOEVGMZ12A8C1421B5,1973,Letter To Heaven,0.707335681,0,1,ARYJSY01187B9B7C65
SOCGURJ12AB0182AEE,1961,Heaven is Where The Heart Is,0.488008882,0.662,0.908,AR77FBJ1187FB49D8D
SOHTWLT12A8C13CFE1,2002,Inside Job,0.81444811,0.743,0.238,ARFVYJI1187B9B8E13
SOVQZYP12A8C144692,1988,Take A Look  (LP Version),0.69044755,0.015,0.593,ARBM4TC1187FB5CE98
SOHHANU12A58A77C66,1958,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),0.780461749,0.539,0.385,ARMQHX71187B9890D3
SOTHWPG12AB018C90E,2003,Bulgarian Dream,0.605874049,0,0.603,ARYXJ5A1187B9B9E56
SOOQHNV12AB0186CD4,1971,Amalgama,0.638880206,0.457,0.478,ARULHJM1187B997004
SOSGXRU12AAF3B2B07,1972,Born and Raised In Compton,0.712098902,0.025,0.058,AROTIMO1187FB532BF
SOFRUDU12A8C13A40C,2009,We're Gonna Go Fishin',0.635757022,0.826,1,AR0X3JJ1187FB3A9A7
SONXLQQ12AB0184B54,1959,Robbers Kill Cop,0.786427083,0,0.806,AR035N21187FB3938E
SOKPHVH12AB0187460,1972,Relax,0.622829997,0.648,0.72,ARA0H5U1187FB47949
SOIUGDX12A6D4FDECA,2013,Sweet By And By,0.382308283,0.526,0.932,AR358YS1187FB44A29
SOAYYDM12AB01817E6,1953,Orgofart,0.727230316,0.006,0,ARANOZN1187B9B373E
SORAJXA12A58A7A4C9,1979,Bitch Is Back,0.665728336,0.608,0.463,ARHONG11187FB3B120
SODJUNF12A8C13337F,1953,Naked Albino,0.53938059,0.647,0,ARRA2F91187B9B4061
SOVDDWO12A6D4F9A78,2010,Johnny Loves Me (LP Version),0.075124762,0.675,0.866,ARSGZ3J1187FB3E610
SOFGQAP12AB0185946,1969,Dearly Beloved,0.312415123,0.753,0.982,ARMQ32V1187B9999F3
SORGLCR12AB0184B69,2005,The Look Of Love,0.524700041,0.403,0.423,AR8EDG51187FB41A08
SOLBIIE12AB0184DFC,2010,Cooler Than You,0.567814264,0.724,0.849,AR1GYND1187B9A9CD3
SORHOEV12A81C20F71,1955,Taryns Deepest Fear,0.698770478,0.694,0.743,AR1PCLK1187FB5BBFF
SOFPYXC12A58A7A4B9,2014,Summer Dying Fast,0.784820389,0.341,0.616,ARF0W6Z1187B9AC325
SOFQGCQ12AB0183609,2007,Still,0.520204911,0.693,0.709,ARWGIOC1187FB4CBEF
SOEBDBO12AC4688712,1963,Snapshot,0.479695608,0.432,0.809,ARZHLNX1187FB4B8E7
SONIQSB12AB0189829,2008,End Of The Road (Head Hornys Remix),0.463087254,0.598,1,ARC25S11187B993923
SOYNEII12AB0181DB6,1995,7 Miles,0.515611096,0.7,0.576,ARKE8PP1187B997DD4
SOKIGWD12A6701DE9D,2014,The Frail,0.905776889,0.576,0.541,ARK9TRQ1187B99C095
SOHXKAN12AC46872F1,1973,Para Milladoiro,0.352212817,0.881,0.815,ARGTUWC1187B9904A0
SOQZHMH12A8C13A393,1997,Stone Cold Fingers (Bonus Track),0.385143351,0.852,0.934,ARFS01P1187B9A395A
SOLEYPL12A6D4F83CE,1972,Snowball,0.682045692,0.441,0.607,ARGWIHH1187B9A79B0
SOZFCNC12A6D4F76F3,1956,(We Don't Need This) Fascist Groove Thang,0.630928608,0.473,1,AR5MK521187B98E0B8
SOPUQFS12A8C13DE1E,1969,Drunk Alone,0.485107918,0.634,0.716,ARU22AM1187B9961EA
SOPNRDT12AB018A2D8,1950,Charisma,0.480047819,0.259,1,ARTB56G11C8A41569D
SOGTLVU12A8AE47D5D,2015,Going Down Slow,0.450852685,0.681,0.383,AR93RTI1187B98ECFB
SOXNMDZ12A6D4FA20D,1991,All Rise,0.497307512,0.783,0.754,AR9AN471187B99E0DA
SOGOJBW12AB018513B,1963,Jogo Limpo,0.424278927,0.372,0.737,ARAR4YH1187B98BF2A
SONNOCP12A8C145220,2013,Silent Hill,0.602555589,0.144,0.153,AR567PN1187FB4B4F2
SOUDHTP12AB0183403,1982,Our Love Is Here To Stay,0.385417447,0.097,0.299,ARYKF861187B99C74B
SOWDEPU12A8C137B14,1950,Everything Changes,0.539181188,0.516,0,AR4K59J1187FB3759B
SOJBYGW12A8C13A497,1976,Master Of Disharmony,0.826075467,0.34,0.809,ARLSF8H1187B9A76B0
SOQDTQP12A6D4F793F,2014,(This Is Not A) Love Song (Live),0.684994897,0.551,0.854,ARDG9Z71187B997023
SOJHKYL12A6D4FA0AC,1996,What Are We Here For,0.761362238,0.04,0.65,AR56P361187B9AC4DB
SOJVWBA12AB018C326,1993,Une petite pause,0.464481282,0.847,0.981,ARDDHGI126E2B3AA76
SONRSQW12A6D4F6D1C,1986,Wig,0.681598553,0.427,0,ARVML631187B99E90D
SONTBYD12A58A77A29,2007,Perasmena Mesanihta,0.336970428,0.558,0.908,ARBKMHZ11F4C843491
SOMKMPB12A8C1447D0,2002,God Save the Queen (Live),0.73118423,0.558,0.887,ARD3LXU1187B9ABFC5
SOSGQPS12A8AE48538,1982,Forever,0.892688611,0.638,0.956,ARXOTQH1187FB57084
SOKENJQ12AB017EC8C,1969,Sun Is Shining,0.332330882,0.674,0.558,ARMG6K31187FB55677
SOBNTXB12A8C1428BA,1994,New Age,0.349012002,0.706,0.764,ARFUSID1241B9C9462
SOIKIJC12AC3DFB3D2,1995,Have Yourself A Merry Little Christmas,0.632242851,0.783,0,ARC6UC81187B989062
SOFJNQR12A6D4FAE92,1962,U Killed It,0.916058239,0.594,0.995,ARKZJ301187FB521B2
SOGDFIT12AB018528B,2016,Rain And Snow,0.547078569,0.579,0.851,ARVKAWO11F50C47C9A
SOOIZTH12AB018C12E,1960,Gerra De De,0.392570166,0.611,0.744,ARHXBJI1241B9C8B7F
SOQPJUL12AB0189379,2012,Kako mi je pitas sad,0.326699728,0.757,0.34,ARTFLEU1269FCD1FE3
SOMBQEO12A8C135018,1993,Voices On The Corner,0.458055179,0.391,1,AR0LVFQ1187B9A84E0
SOCQWKZ12A8C13CE4C,2010,(Bloody Paw On The) Kill Floor,0.618002715,0.211,1,ARU9KWP1187B98B2A7
SONETAN12A58A7ACEB,1952,I Wish My Mother Was Here,0.465194733,0.826,0.611,ARZ05QG1187FB3843E
SOKEXTF12A8C13AE7E,1993,Inolvidable,0.483703807,0.414,0,ARTEGHH1187FB435C8
SOUJISW12CF4E09416,1957,Miracle,0.633817882,1,0.693,ARASSX21187FB528B7
SOJKDKH12A58A761A2,1973,Witch Weed (Live),0.574400789,0.535,0.687,ARRH2S81187B98C8AA
SOTWWBZ12AB01845E0,1986,Not Buried Deep Enough,0.44104996,0.685,0.638,ARSF4161187B9B449F
SOKZTUH12AB018B938,1977,Give Me 40 Acres (To Turn This Rig Around),0.334628878,0.804,0.368,AR87OXB1187FB39E0B
SOQDTZG12A8C1442E3,1993,Ernesto Nazareth,0.560411686,0.206,0.447,ARCLCFS1187B9AE476
SOIFOLA12AB017CDA1,1960,The Cube (Live),0.406166635,0.582,0.402,ARWAPYC1187FB3FCAF
SOKHVZO12AB0184C4D,1994,Get Back Down,0.62799739,0.46,0.726,ARILV5E1187B9959C8
SOMISOP12AC468D9D5,1957,Battle Of The Rosebud / Cries,0.453171007,0,0.623,ARHSAFX1187B98E89A
SOOZKNQ12A6D4F6FD4,1998,Beyond the Light,0.583773265,0.731,0.446,ARGR9FY1187FB4D0E7
SOGOQGE12AB0182907,1960,Spaceman,0.918451789,0.49,0.938,ARVG4OK1187B9B6BD3
SOWTIDJ12AB018808C,2012,Pulecenella 'e mA2,0.73699197,0.437,0.507,ARGCY1Y1187B9A4FA5
SONIHLC12AB0187B0C,1991,Iskorosten' (instr.),0.511000944,0.246,0,ARYFROT1187B9B78C2
SOLBHCO12AB018769A,1982,Big Stax/High Volts (Album Version),0.422971308,0.802,0.838,ARIN12F1187FB3E92C
SOVZVPT12AB018A59E,1957,It Goes On,0.50039601,1,0.572,ARMZ4PD1187B9ACBCD
SOZWDHS12AB0188A33,1963,Pecado De Amor,0.429544942,0.106,0.4,AR0CWSC1187B9AFE3F
SOFSKON12A8C13B3B5,1980,Illuminate,0.693009204,0.509,1,ARD5K161187B9AC784
SOBOCAG12A6BD55D56,1964,Never Forget Me,0.81592342,0.529,0.879,ARUZRFN1187B98AC05
SONCYFS12A8C14261E,2013,Ukkosenjumalan poika,0.646618529,0.764,0.875,ARSTH0R1187B98951E
SOTNBNN12A6D4F6CC7,1986,A B***** Is A B***** (Edited),0.747708669,0.445,1,ARSL5SP1187B9A7AE0
SOXZLDX12A58A7CE52,1995,Kick Out The Jams,0.783458021,0.539,0,ARCE0H01187B9AF741
SOEESQT12A8C13C7D5,1971,Me And My Buddy,0.362800142,0.04,0.712,ARW4AGO1187FB4F107
SOSKUNI12AB0187F12,1959,Amber Changing,0.847081688,0.355,0.794,ARZWK2R1187B98F09F
SOSLFMU12AB018FFEA,1984,Murder Academy,0.499939221,0.745,0.854,ARDOOH01187B991055
SOOKISK12AB0180667,1953,Hey Daddy,0.829135422,0.435,0.299,ARMBTFC1187FB56343
SOVGBEK12A8C134E04,1971,4 Sea Interludes Op. 33a: Storm,0.430024987,0.517,0.072,ARBH0MS1187FB36311
SORJOMF12AB0186F78,2005,I Need You Now,0.737540403,0.727,0.773,ARTXEZN1187B9B8190
SOVTGXQ12A6D4FB9CA,2002,Atmosphere Station,0.679519208,0.137,0.347,ARBM57Q1187B9AF97C
SOLKTEK12AB018BE1A,1981,Walk Away,0.720808698,0.796,0.689,ARED2DG1187FB3CB4D
SODYZIU12A8C13FBD9,1990,Shadows That Move,0.780461749,0.604,0.614,ARMQHX71187B9890D3
