artist.id,artist.name
AR9AN471187B99E0DA,Scott Wesley Brown
ARAR4YH1187B98BF2A,FlA!vio JosA(c)
AR567PN1187FB4B4F2,Moss
ARYKF861187B99C74B,Pery Ribeiro
AR4K59J1187FB3759B,Soular
ARLSF8H1187B9A76B0,Dimmu Borgir
ARDG9Z71187B997023,Public Image Ltd
AR56P361187B9AC4DB,Gary Moore
ARDDHGI126E2B3AA76,Pascal Sangla
ARVML631187B99E90D,The B-52's
ARBKMHZ11F4C843491,Dakis
ARD3LXU1187B9ABFC5,Sex Pistols
ARXOTQH1187FB57084,Chris Brown
ARMG6K31187FB55677,Deekline & Wizard
ARFUSID1241B9C9462,Daniela DessA!
ARC6UC81187B989062,Hem
ARKZJ301187FB521B2,Lily Allen
ARVKAWO11F50C47C9A,Pentangle
ARHXBJI1241B9C8B7F,DJ Dips
ARTFLEU1269FCD1FE3,Ana Bekuta
AR0LVFQ1187B9A84E0,Jason Miles
ARU9KWP1187B98B2A7,Busdriver
ARZ05QG1187FB3843E,Byther Smith
ARTEGHH1187FB435C8,Bebo & Cigala
ARASSX21187FB528B7,Bizarre Inc
ARRH2S81187B98C8AA,Bongzilla
ARSF4161187B9B449F,The Gone Jackals
AR87OXB1187FB39E0B,The Willis Brothers
ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd
ARWAPYC1187FB3FCAF,S.U.P
ARILV5E1187B9959C8,Boogie Pimps
ARHSAFX1187B98E89A,Brian Keane
ARGR9FY1187FB4D0E7,Aberdeen
ARVG4OK1187B9B6BD3,The Killers
ARGCY1Y1187B9A4FA5,Gloriana
ARYFROT1187B9B78C2,Butterfly Temple
ARIN12F1187FB3E92C,Grant Geissman
ARMZ4PD1187B9ACBCD,20/20
AR0CWSC1187B9AFE3F,JosA(c) Augusto
ARD5K161187B9AC784,Orbital
ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon
ARSTH0R1187B98951E,Moonsorrow
ARSL5SP1187B9A7AE0,N.W.A.
ARCE0H01187B9AF741,Rage Against The Machine
ARW4AGO1187FB4F107,Jazz Gillum
ARZWK2R1187B98F09F,Rise Against
ARDOOH01187B991055,Ultraviolence
ARMBTFC1187FB56343,Korn
ARBH0MS1187FB36311,Sir Neville Marriner
ARTXEZN1187B9B8190,Agnes
ARBM57Q1187B9AF97C,James Horner
ARED2DG1187FB3CB4D,Tantric
AREW1KO1187B98E42E,The Irish Tenors
ARUJ5A41187FB3F5F1,U2
ARE2BVT1187B9AC9A2,Little Joe
AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos
ARFTMGO1187B9A777A,Percy Faith
AR5J8XN1187B9B712E,Extreme
AR4B3RX1187B9A868A,Alexandre Desplat
ARE1N571187B98A47D,Prozak
AR8XG9J1187FB418C1,Jerry Butler
ARHSS201187B98A8CC,Yvette Horner
AR02PUA1187FB52574,Delta 9
AR6892W1187B9AC71B,Placebo
ARGNGRI11E2835D567,Tam Tam Go!
ARQDYV0119B866800F,Gertrudis
ARN5W1B1187B98BE10,Warrior King
ARETCTY1187FB4C033,LORE
ARQXR6R1187FB46FD6,Soul Asylum
ARP8TSJ1187FB54852,Carl Doy with NZSO
ARHVU591187B99F46A,The Nightraver & The Magican
ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz)
ARX9YIP1187B98A656,RUN-DMC
ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra
ARYECMK1187FB5C081,Lady May
AR74Q3R1187B9B24C3,Nightwish
AR0G47L1187B98CC6D,Frank Chacksfield
ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro
ARHRP6Q1187FB3F016,Buzzhorn
ARTW7I31187B9A4CA9,!!!
ARQCMZ01187B99342C,The Secret Life of Teenage Girls
ARSZ6MA1187FB43D29,The Notorious B.I.G.
ARDIBRT1187B9AF176,Led Zeppelin
ARY80281187FB3E380,Sandi Thom
ARXSPYZ1187B98972A,Carl Belew
ARR2TI31187FB380FE,The Field Mice
ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas
AR0OEYB1187FB4A81E,Catherine Howe
ARH4N0N1187FB3E1F1,Malkit Singh
ARDQO721187FB3C6D9,Rodney O & Joe Cooley
ARIFGKC1187B9B04D5,Dean Martin
AR4IWYN1187FB47DF6,Strata
AR9YQN31187FB45B34,James Darren
ARV3IN31187FB4AAAE,Till West & DJ Delicious
ARCID1N1187FB51DA0,Carlos NuA+-ez
ARKCTSM11F4C83C839,Igor Stravinsky
AR7JBP41187FB3EA8A,Gene Clark
ARAHQDS1187FB55275,Maysa
ARALP6I1187B989E27,The Shirelles
AR23EC41187FB4805D,The American Boychoir
AR8JSAL1187FB3CE7E,JDS
ARL6FF81187FB5A916,Panic At The Disco
AR9EZGO1187B9A401F,Jan Howard
ARLDW6Z1187FB3F2A0,Abraham Laboriel
ARKA2YS1187B9A4060,"MichA""le Arnaud"
AR1QXAQ1187FB47FAC,Sticky Fingaz
ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge
AR76DOS1187FB5AE78,The Jeff Healey Band
AR4OHL91187B9B2EB9,Angela Dimitriou
AR6QQY41187B990574,Danny Wilson
ARN8NCB1187FB49652,Lionel Rogg
AREHMUC1187B98B91B,Java
ARXG6L11187FB5695E,SWAMI featuring Asuivre
ARO2EDF1187B993BD8,The Black Velvet Band
ARU0HTX1187B98B4C6,Lisa Lynne
ARVMPJC1187FB3B954,Pe'z
ARDW5AW1187FB55708,Shawn Colvin
ARHNL9K1187FB5730C,Stephy Tang
AR3JMC51187B9AE49D,Backstreet Boys
ARPBNLO1187FB3D52F,Tiny Tim
AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall
AROGWRA122988FEE45,Christos Dantis
ARMBR4Y1187B9990EB,David Martin
ARQ9BO41187FB5CF1F,John Davis
ARKULSX1187FB45F84,Trafik
ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright
AREDBBQ1187B98AFF5,Eddie Calvert
AR7ZKHQ1187B98DD73,Glad
ARBGXIG122988F409D,Steel Rain
AR7SMBG1187B9B9066,Los Manolos
AR36F9J1187FB406F1,Bombay Rockers
ARNNKDK1187B98BBD5,Jinx
AR62SOJ1187FB47BB5,Chase & Status
ARBEBBY1187B9B43DB,Tom Petty
ARDR4AC1187FB371A1,Montserrat CaballA(c);Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti
ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers
AREDL271187FB40F44,Soul Mekanik
ARP6N5A1187B99D1A3,Mitch Ryder
ARGSAFR1269FB35070,Blingtones
ARULZCI1241B9C8611,Luna Orbit Project
AR0IAWL1187B9A96D0,Danilo Perez
ARJIE2Y1187B994AB7,Line Renaud
ARLTWXK1187FB5A3F8,King Curtis
ARNF6401187FB57032,Sophie B. Hawkins
ARPFHN61187FB575F6,Lupe Fiasco
AR051KA1187B98B2FF,Wilks
AR8IEZO1187B99055E,Marc Shaiman
AR558FS1187FB45658,40 Grit
ARVBRGZ1187FB4675A,Gwen Stefani
ARWB3G61187FB49404,Steve Morse
AREVWGE1187B9B890A,Bitter End
AR2JD2Z1187B998A90,Ethel Merman
AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival
ARF6ZTO1187FB3684F,Story Of The Year
ARPYBWQ1187B989C0D,Natural Elements
ARUE3AK1187B9AC923,Neil Sedaka
AR6W9T51187B9A8B8E,Maurice Larcange
ARQ05GM1187B990512,A Static Lullaby
ARXN7S71187B9941BE,Coph Nia
AR1072G1187FB5B351,Tabu feat. Mitzib
ARXIIEY1187FB44EAF,Nights Like These
ARBUOOR1187B997391,Oasis
ARGC7FQ1187FB409CC,Stew
ARRS5961187B99F9DE,Jauida
AR14CJ91187FB3A994,Eddy Arnold
ARJV0U41187B9AB715,All Time Low
AR502DZ1187B98F8E1,Brian Dullaghan
ARWI6LR1187FB46E9F,Richard Galliano
AR0AVIB1187FB37D01,Regina Belle
AR7OCK81187B98D1F1,Debbie Davies
ARABFU01187FB46712,STEVE CAMP
ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash
ARQZTGO11E8F5C0768,The Stolen Minks
AR08GQF1187B98E316,Daath
ARZGMLE11F4C840C9D,Extasick
AROATPL1187FB48E12,UFO
ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago
ARYCP7D1187B99516B,Pat Travers
ARVN9FZ1187FB393F1,SNOWPATROL
ARMD6JB1187FB3B0E7,Die Fantastischen Vier
ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet
AROHMXL1187B9AF4B2,Yung Joc
ARWNRBH1187B9B7E68,Philippe Sarde
ARRVUWA1187B9A0FE2,Orquesta AragA3n
ARZCEOJ1187B9A91C0,State of Chaos
ARD2NDU1187B99B615,Dropkick Murphys
AREJO121187B995676,Taint
AR5WPYF1187B9B40DA,VHS Or Beta
ARN5BHA1187B99E072,Leonard Kwan
ARUZL121187FB4B42D,True Believers
ARW040W1187FB51082,Les Hurlements D'leo
ARQ7XJG1187B991CEC,Charanga Forever
AR7S48C1187B99711E,Zuzu Bollin
ARM7C1Q1187FB471C8,Bullet For My Valentine
ARYHTYH11EBCD7C884,The Hit Factory
AR7UOUK1187B99078C,Terry Snyder
ARGEKDX1187FB3A5BF,Marcus Miller
ARNQESK11F4C83FD6F,Beatnuts
ARN03F71187FB4E3F4,Ayo
ARJ9B1V1187FB4DD1F,Kid Sister
ARSS1OZ1187FB54440,Mons Leidvin Takle
ARNNQ9E1187FB3C82F,Sizzla
ARWSMC91187B9AD369,Helen Love
ARZAXOR11F4C83EB65,David Mingyue Liang
ARFK98R1187B9B0552,Pursuit Of Happiness
ARU9Q5Q1187FB3D6EB,Bobby Hutcherson
AR57Z841187B9B7D7D,Gregory Isaacs
AR82DJK1187B991107,The Pharcyde
ARMUC731187B9A172D,Azis
ARWD25M1187FB4C563,Amy Winehouse
ARYF20K1187B9B76BD,George Lopez
ARRESZG1187B9A3FBF,Les Hou-Lops
ARD88QA119B3403A02,The Cosmosamatics
ARIHI8H1187B9B0058,Jackie Edwards
ARHO1WI1187B98CB84,Michael Card
ARUWB5W1187B98D7A1,Ensiferum
ARR9XHK1187FB3894D,Leila Chicot
ARIUQZL1187FB4303B,Erkki Junkkarinen
ARBD4QW1187FB42153,Scar Symmetry
AR8QW7Y119B866993A,Oztara
ARJAVK71187B989FEF,Sonia Dersion
AR0S7TA1187FB4D024,Christina Aguilera
ARVD9M11187FB49291,Headhunter
ARV1ALU1187FB4D77E,Eighteen Visions
ARVZPW91187FB4D73C,Baby Huey & The Baby Sitters
ART70HI1187B9A37BC,Elmore James
ARCICZN11EB9C810B3,Rising Lion
ARW9QSZ1187FB4B93E,George Harrison
AR633SY1187B9AC3B9,Weezer
ARUF71J1187FB511C1,Boots Randolph
AREP8KM1187B9A3A7B,Jackson United
ARQXAUH1187B9BA010,Bobbie Gentry
ARLH4CH11C8A4173EC,Creedence Clearwater Revived
ARRHVVL1187B991E41,The Johnny Otis Orchestra
ARCEOW71187B9A5A71,B.A.D.
ARHBYTA1187FB3C812,Luar Na Lubre
ARX0IEI1187FB4FF4B,Circular
ARHEQ501187FB4F898,Fruko Y Sus Tesos
AR19GQN1187FB3ACF5,The Bucketheads
ARIPLUN1187B99B9F9,The Police
ARM9Q581187B98E984,Kinky
AR3752L1187FB4B67E,The Real Kids
ARR8AIK1187B9A0BCE,Eddie Boyd
ARIFTCD11F4C84086D,Tha Chamba
AR6BIWA1187B9ABAE8,Jack Orsen & Taktlo$$
ARYWU5F1187B9A77BE,Olov Johansson_ Catriona Mckay
AR37ILI1187B98E27B,Shriekback
ARPKATM1187B9B76E6,Hatebreed
ARFZSPU1187B9B5BA9,John Frizzell
AREPD8D1187FB3F5BC,Sister Hazel
AR93D4D1187FB3ACAD,J.J. Cale
AR858UO1187FB437B4,Precious Bryant
AROF4LP1187FB41C51,Selena
AR8LMZM1187B9A8160,Brooke Valentine
AREUYDJ1187B9BA040,Krystof
ARCP8YG1187B997D72,Claire Hamill
ARP07GD1187B9B9DA4,Los Originales De San Juan
ARQ76LG1187B9ACD84,Black Flag
ARA373P1187B9A74C7,Barbarito Diez
ARBZHTB1187FB3A725,Aaron Watson
AR82GTS1187FB5662F,Mary Black
AR2EHC11187B9AD895,Satan's Host
ARCT5P61187FB3D950,The Impressions
AR0WLH6119B8669027,Owl City
ARDK5LC1187B9AB681,Bobby Bland
AR5BLB01187FB57E99,Headliners
ARGAWJY11F50C50904,Jane Winther
ARSYOWS1187FB41157,The Rascals
ARLZ2LD1187B9B17FD,Emilia
ARGWFMR1187B98D0E7,CA3mplices
ARMT23H1187B995083,Emilio
ARV6QHT1187FB5537A,Nana Caymmi
ARXY0SI1187B9B3064,Kasia Stankiewicz
ARNDBEM1187B9A2918,Turisas
ARDNW1B1187FB4ABBB,ChA(c)co Feliciano And Joe King
AR5JR4O1187FB35F58,Cache Cache
ARYKXSD1187B9A4DAD,David Hudson
ARABTW91187FB3A73B,David Summers
ARIPQAE11F4C83B78A,Rummage
ARUDPRC1257509BA98,Adr Lavey
ARJAZLO11F4C83B642,Bill Boyd's Cowboy Ramblers
ARSKSFC1264D0E32F8,Canis Dirus
ARZCXO91187FB53708,Justin
AR1LQNB1187B9A6AE5,La Portuaria
ARVAWTX1187B9A9990,Antonis Remos
ARKXLIJ1187B9A4C54,Percy Faith And His Orchestra
AROBERX1187B9B437A,Stars Like Fleas
AREDW1C1187B9ACAC2,Gaetano Donizetti
AR43KFF1187B9B74B1,Little Freddie King
AR21YNH1187FB49649,Ms. Dynamite
AR72THZ1187B9974EF,Andy Russell
ARA3I0J1187FB57869,Blink-182
ARXOKNT1187B9AA521,Kali
ARA0YAE1187B9B1D16,John Brown
AR4CH531187FB4EA21,Abysmal Dawn
ARPGPI81187B98AEEA,Chaotica
AR1KMPF1187B99AA98,Lara & The Gumbo Lickers
ARJIWJH1187FB3F6B9,Elvin Bishop
ARK82DC1187B9A1FEB,Gordon Jenkins
ARECPYG11C8A42B5BF,1. Futurologischer Congress
AR0CDSK1187FB52ED6,Asleep At The Wheel
AR0NKFJ1187B9AF1FF,Neil Innes
ARSTSEH121318C5B01,Siouxsie
ARFFDZU1187FB50682,Alan Silvestri
ARFZNR41187B990AF7,Sunnyland Slim
AR0693R1187FB59D32,Dusminguet
ARBON001187B99BAD8,Rudolph Valentino
AR4PZLK1187B999B4E,Sylvia Patricia
ARQDWBG1187B9891D7,Zeromancer
ARIXCFZ1187B991009,Two Man Advantage
ARV3CRH1187B9A1B21,Green Day
ARO32TC1187FB39461,Chico
AR6GJDZ1187B991E46,KALIMBA
ARZDUML1187B9AD101,SKOLD vs. KMFDM
ARIW1BH1187FB4C94A,Architecture In Helsinki
AR0DSOO1187B9B855E,Wailing Souls
AR6AGJV1187FB504BA,Kitaro
ARSW5F51187FB4CFC9,Alice In Chains
ARD0FN11187B9B25CD,Bobby Darin
ARXGWNG1187FB503A5,Ini Kamoze
ARF9EI11187B9AB66C,9th Wonder featuring Defcon_ Phonte
ARQATWU1187B98EE26,Ill Nino
ARORSBT11F50C4A96B,De La Ghetto
ARKLA8V1187B999B68,Baroness
ARTE9CG1187B99B1AF,DMX / Eve / Jadakiss
ARNUPIM11F4C83BD4D,Melt Banana
ARO7FES1187B9A59BE,M.I.K.E.
AR9KWJK1187FB4A531,Willie Rosario
ARBPXW61187B99D5D9,Jude Taylor & His Burning Flames
ART5MUE1187B98C961,Metallica
ARPNDSH1187B9B942F,Sui Generis
AR0WXWU1187B9AB33F,The Red Telephone
ARHUQUF1187FB382E6,T-Bone
ARBXBQR1187FB56FA5,Bill Douglas
ARPOPBQ11F4C83D36D,DJ Spinn featuring Traxman
AREKO1L1187B997EFE,The Radio Dept.
AREGV3K1187B9AF614,MAPtley CrA1/4e
AR8S3OI1187B9B92E4,Shy FX & T Power
ARXP9GE1187FB3ED0E,Becky Baeling
ARO0QD41187FB3AB0A,Keb' Mo'
ARQAXT91187B99103A,UKW
ARNUFGE1187B9B7881,THE CHIFFONS
ARITKAJ122BCFCA169,S. Solis y Orquesta
ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airmen
ARGOLWM1187B98CEDE,Commissioned
AR8WHEJ1187B98CDCA,Dee Clark
ARF0COO1187B99B9EF,Cauterize
ARC1CJB1187B99FCA4,Laurie Berkner
ARCZ42S1187B98C0D7,DJ Slugo
AR95QS71187FB3F49A,Joi
ARIWB161187B9AA1D5,Simon & Garfunkel
ARVUN5F1187FB4CCC7,Beenie Man Featuring Wyclef And Redman
ARC28SN1187B989049,Greater Vision
ARUSOMY1187FB4D3B4,Anti-Flag
ARS6HDE1187B99CA29,Joe Lynn Turner
ARXPE571187FB4AFD0,Rickie Lee Jones
ARYSHL01187B9AAEC7,Hysterie
AR6F6I21187FB5A3AA,Aesop Rock
ARBUHDB1187FB3E72C,Bobby Vee
ARARFT81187FB41EEA,Alfredo GutiA(c)rrez
ARA3VJJ1187FB3F5A6,Shelby Lynne
AR6C6VO1187FB4E267,Tora Tora
ARYVO9V1187B9B1FC6,Franz Ferdinand
ARWA8AH1187FB3FC84,Hot Chip
AR9JNFU1187B9B9868,Gal Costa
AR1DR0E1187FB48F61,Kathy Mattea
ARSF0K11187B9AF319,James Taylor
ARFY8NV1187B9B1961,Der Moderne Man
ARHI20L1187FB4C997,Jeff Beck
ARZY28S1187FB40BAB,Taboo
ARNR58F1187FB52FA9,BigElf
AR202MX1187B9B0383,Tanto Metro & Devonte
ARDAONS11F4C844929,Ray Kane
AROLZEM1187B9A805E,Ashes to Ashes
ARJGIOD1187B9AE920,Kelly Clarkson
AR05VW21187FB407B4,Fudge Tunnel
AR64N1H1187B996199,Edgar Bori
AR6Y8JF1187B9BA1D5,Jimmy Witherspoon
ARMSW7X1187FB5B504,Dave Eggar
AR180PG1187B997BAE,Donnie Brooks
ARNJVSL1187B99AFD4,2raumwohnung
ARVWNTI1269FB34C59,SOJA
AR9YWMS1187FB43A34,Dinosaur Jr.
ARP9QX11187FB50EEB,Ulytau
ARSVRVA1187B99228A,The Nelons
AR1GNFR1187B9AD1FD,The Exies
ARZU9NI1187B9AEE08,Babylon Disco
AR22KLC1187B98E812,Kaija Koo
AROVSYC119B3403921,Gus Viseur
ARUGX5X1187FB468C4,Dino
ARA7WV51187FB532B0,GG Allin
AR16T2D1187B98ABF4,Zimbabwe Legit
ARWDP431187FB56492,Spinal Tap
AR0XSOO1187B9B9E88,Buzzcocks
ARHZCG01187B99E4DE,Stanley Clarke
ARI8GY11187B988DF4,Hemdale
ARE0OLY1187B9AD19F,Jesse Malin and The St. Marks Social
ARW1MUW1187FB4D5A1,3 Doors Down
ARWQ2DR1187B98FF28,Ma Rainey
ARY02GH1187B99B223,Zombie Girl
AR6CLFP1187B9ACB94,Daniel Johnston
ARFELOH1187B991F95,Niraj Chag
AR3THYK1187B999F1F,JoAPSo Gilberto
AR2PT4M1187FB55B1A,Los Chichos
AR6WICD1187B998708,Christian McBride
